event.20161228d842eb3d1eb7997325cd3ddecddb6319.txt;-15.78;-47.93
event.20161205db34906075cbfaebbbab14a95a5916c0.txt;-21.85;-47.47
event.201612092cff6c52a35fe915e6539b67b7311350.txt;-8.14;-36.37
event.2016121939b56f56dd0eba73e44ec2c04d4e9bbf.txt;-20.12;-40.3
event.201612215d346d8684e932c82e4021a02a252139.txt;-6.4;-38.86
event.2016121921449f50bc921812e5c7dc80f6c5d4ba.txt;-20.12;-40.3
event.201612282ec6052100a02e6bd7e0c70915032784.txt;-18.72;-47.49
event.20160818222a9090ad0fe3f5e5ba81985fa12623.txt;-14.13;-39.73
event.201608227152111c2231c6e2d5c5216ef7fb381d.txt;-8.68;-35.59
event.201609214c61d4635626809531d593988edb9a1f.txt;-13.39;-44.19
event.201612276b8b6331955fa765d15f5320b9370c47.txt;-21.3;-46.71
event.201608181799e4ac0b7c7d467f7bb35b5abd830f.txt;-3.3;-60.62
event.2016122620537c4d8819f72489a41f6c582b5ca2.txt;-22.52;-44.1
event.201612127937a1c072e65fe421511ec2e8f88275.txt;-21.6;-48.36
event.20161223faca7a8a19d6d9e130ce8661956b994d.txt;-22.21;-49.94
event.20161215bfa09a2c0f23f1c3a01c1db0f7c2b83a.txt;-5.91;-35.26
event.201612190e17f998da37d10750451a31e9dc6e34.txt;-20.33;-40.29
event.201612305578cbee95e0bb40682a74b67affba21.txt;-19.46;-42.53
event.20161112e3d97dece5a002ade802c2a8d9a647ec.txt;-8.02;-34.98
event.20161219d953099fc869e4d44f06cd40aec8e82c.txt;-1.93;-50.82
event.20161219f7b88cf4b4ff4b963c1579c9db6e0f84.txt;-7.02;-37.28
event.20161229e0b6eb950a4fbcd31fa7e598fea12b86.txt;-8.76;-63.9
event.201607215ebe80b5c0a7cb14b84a9da472876540.txt;-21.12;-42.94
event.20141130b968583764325e8ed343e8faae2d6894.txt;-4.33;-49.79
event.2015061869b63a1163b8eb24c770f7c69210719b.txt;-1.97;-48.96
event.201601116781032098972c9b14be5a45ef58ac0f.txt;-7.85;-35.25
event.20160415ac1cdff8eb2ec7b2bbd77969221b34d3.txt;-12.35;-38.37
event.201608255d8142b5c3ccd3963c356aa12718f5f3.txt;-8.23;-35.79
event.2016020333a180a1f23a60f664b0499239630bdf.txt;-6;-40.29
event.2015102694df83f902c8a7227ea4b0138dbcb2c9.txt;-7.89;-35.18
event.20160410740554866d9a66e067280d4e45f39c49.txt;-1.29;-48.16
event.20161102c3feac7427d2d2952457111f65266fab.txt;-19.87;-44.98
event.201608206a0caaacc58e93e3b0b749e7168a581f.txt;-4.27;-55.98
event.20161007fbfc04d8d47371f11535b35770dd0fa4.txt;-19.87;-44.98
event.20160805e03fb1316a528c53acd2405852c344a6.txt;-5.19;-39.29
event.2016032191638aff25a9e3fc6e6dbed3a18ba073.txt;-29.99;-51.08
event.2016121902cc71aa90f4fb938bd2f55d1971a9b6.txt;-22.76;-43.39
event.2015040562eb3ef2cc1b48b50299db09768dbe1e.txt;-13.53;-39.97
event.2016042586d46d14283773e6e1a6adfa79e5b8d3.txt;-22.61;-43.7
event.20150930484ef4f8eb7873fb034e5ee4a5f66473.txt;-12.35;-38.37
event.20161219f9b7fbe98e4edbf6b34ddff9fb39a5a1.txt;-20.53;-47.4
event.2016120458e69c505b621c417620e4fc7fb36bc7.txt;-9.37;-37.24
event.2016031503bf09c61bbde4cbba971b8281d32fef.txt;-5.1;-38.37
event.201612204a77aa25c15831edde4a6754f15c208e.txt;-8.89;-36.49
event.201606258defcc1513c76c51e0fd80be020a3e33.txt;-7.57;-40.49
event.20161121299f3164ea497b99875d69f8126fd730.txt;-16.35;-46.9
