armas.2002080751cda4817bd94e00fb81594c55836c777522dd17.txt;-46.2705;-23.8566;
armas.200303183f4f356261b8a2d4967a4102988a67073876f4d9.txt;0.6552;45.9138;
armas.2009110769bb3ff0649fecb3643a5b52388606f9e6727388.txt;151.4359;-33.4869;
armas.2006061810597161751b3f628de9b2cac3444a7c4c5c46d3.txt;88.5234;22.7038;
armas.200712257059646812f88037852233323b282ad82d0be9df.txt;-98.9198;19.4235;
armas.201206014f00c35fd4c14ad49f991c9c397c1269c6b3cfde.txt;-105.3675;20.2125;
armas.2014060648a963bbbaeaab31e750fcd7c2d7da6435293913.txt;-35.3934;-8.5076;
armas.2010092203fb76f2ecdd6f85ea3c0ec70f791d22dde4c99e.txt;-98.9198;19.4235;
armas.20100621979813fae8cd0fa7e196f114cf014b300afe5f79.txt;-105.3675;20.2125;
armas.20110726d50a7a82d32a765aaf87ebe65146e349a92b91bf.txt;-43.0839;-22.9172;
armas.201204235a78cb3e8804d386b2cfd1fe8e1cd92ebf0dbb23.txt;-46.8485;-23.5534;
armas.20101001b65b2bbca56f82e855d3de53dca27a5a1effeb62.txt;-8.3137;40.9353;
armas.200909011f8bc2124112a78b6def1f543a735c839f03a1ef.txt;-38.2549;-10.7286;
armas.2003072893e2b785bb12d6ffaa3096f0e20b064397968857.txt;-49.2908;-25.5039;
armas.20031020352e06976aaf9fe2596a8dc18e9734a01a6e0bda.txt;-47.6127;-15.8307;
armas.2014090579b01d8513fbce8ca91ef718b4b15117f12c7bd3.txt;-98.9198;19.4235;
armas.20120126b501247bf61238a26ff64369ea0437cd8a6e4741.txt;-46.4435;-23.412;
armas.2003012103940b36ea76d9277e02dbafa644d83bdf3c06a1.txt;-6.6732;54.5247;
armas.20110512caa2a694c1d65ee9c08f38a7b62563542fda3e8d.txt;-43.0839;-22.9172;
armas.201403225ab704c36133d3518e3fdbee96c27b18be0e9275.txt;-8.2509;42.1036;
armas.200911167aa977471585d53c8715d883bde2cbdf13624c80.txt;-38.4858;-12.8665;
armas.20071121ec409e29d542e688725fdedf0711b874f1d09694.txt;-46.9472;-23.6704;
armas.200911122259f7844338bbc66aed31cf871c7f9169990fb3.txt;-85.0198;41.6563;
armas.20111125cb3b1ea8f32484433465dd01868038ba69d743a0.txt;-49.2908;-25.5039;
armas.20120806fc054a04499d56665cd1509ce38711e002e6211a.txt;-46.4435;-23.412;
armas.200307297dddcdb233ed802a60a1e6ccad81c8252991db1a.txt;-38.2998;-6.447;
armas.201409104c0ffbf3a419d896f04f70c99dbb4c7041f2ca13.txt;-47.5674;-20.8351;
armas.20100410fd8aaa5d482044d37f920972263c60470daf131a.txt;146.0416;-36.702;
armas.20020314e5a0b0e8a30ff5f63c61904c9c5d5a1418a2016d.txt;-100.1094;25.4839;
armas.201011208f117525b11dcd4541f4968272b60e6ae07c7303.txt;-46.4435;-23.412;
armas.201207202169da5a83ebbef5a7e6378fc1e53e7ce37b920e.txt;144.9667;-37.75;
armas.20061027337e415c8e91b316603bcc14feff4d18705c787e.txt;-49.2908;-25.5039;
armas.20110713f96b9f1a4b39b1edee7de2445c63b2897eb4c946.txt;-43.5883;-16.8334;
armas.2012071753851f847d27ae8340a2ad3300967b2552ddebe3.txt;23.3691;61.4524;
armas.20140914950d33d879411e46a15aa171e7ba94d9118ce1bf.txt;-102.8905;22.3509;
armas.201109081534c4ad9a724658a1105ff309e5ca3696fb49a4.txt;-38.4858;-12.8665;
armas.2002010201ad2a6185bb85478410c43fc5b494e8f403021b.txt;-84.0346;10.0048;
armas.20090101ae31cfde6cc13607dea0ef69eca5c03668c377bd.txt;151.4359;-33.4869;
armas.20080606eff57b16457dd5eea8247ed322b04e72f04e6c9a.txt;-103.4145;26.1821;
armas.200806061e39f54fc945eef2101b8f18dc090b295cf037c2.txt;-103.4145;26.1821;
armas.20110521d4ce56c68bdd2c07984cf609b3151adabf44baf9.txt;80.1314;6.832;
armas.20110723a2b0cf28971cbaba66de0efc4a0d3bf185d2375c.txt;12.9209;42.028;
armas.2009010133733ecec055c13a03ad4e64f1dddb6f484c5cea.txt;151.4359;-33.4869;
armas.20030812399410e1dc24a1427431ab591bfe0cf26c626989.txt;-7.9473;40.3828;
armas.20070305fec3b9bd049c11162e59a6f30f871e7b5c09dfe2.txt;-105.3675;20.2125;
armas.201308034114da019335ae3841ea85dab81ec24117480757.txt;150.1575;-35.9552;
armas.20141005203e93d446a2d0d161bcf8dee731df1bfa39a552.txt;-8.9839;42.7918;
armas.2010071154a0485598d60551fecde9539004ab56bad0b324.txt;-99.9367;20.4729;
armas.2010040526e704a82140e0acb18293976c327fc2a2a74906.txt;-8.7431;41.4058;
armas.2002121698b2f438c89b7fbc91c46fe0b1710976448bab48.txt;148.7875;-26.5674;
armas.20080731ff95184960baca1e93fe2805750df72556e802ae.txt;-36.502;-9.5442;
armas.20130422eaba7f44ee34107351a5783f4066e5c18cb0922f.txt;-8.2509;42.1036;
armas.201411234046ee701af4cb90dca794f75847e4fee994d021.txt;-84.2289;9.9388;
armas.20100312027c03701cf8c3aa0b327a34f7c771714aa797d2.txt;-84.9862;10.4033;
armas.2013110350e2a1fa05928abeaff58ad571cbed676af7a620.txt;-8.2379;39.8683;
armas.2012022697fe7217d4aff957150a6f2803865b4cf829fe1e.txt;4.6615;35.5601;
armas.2011092998d3109ac371433cd601e74f0b92b05b7fcd43f6.txt;-46.2705;-23.8566;
armas.20140201b2a3a900fc42a9e32b9062c508b555a35450ecda.txt;-48.7575;-2.8723;
armas.20080710e93c18f5d40667579eeb78045fdf8a4fb4830675.txt;88.5234;22.7038;
armas.201206192b42cb6ab6573dc0d12daff0fb542c730e69184d.txt;-47.7143;-23.042;
armas.20090101c967a9219382cba096df1b257ae65d70ff26079f.txt;151.4359;-33.4869;
armas.20080403fc82fa72f738b288a7246a7aa907e43bb1430bb0.txt;-43.0839;-22.9172;
armas.201403019426016fa337529ea3683a69c8d905d547d6718a.txt;-48.0686;-20.9661;
armas.2014082362295a6e653522127ef9170f59578523c0abaa4b.txt;-41.5771;-12.5148;
armas.20120913aed7e0a85e1fd924b135d9823dc1cf63fe2a46d6.txt;-105.3675;20.2125;
armas.2011071475bb896bc0533567fc893f2c0a500a4ad9ec58b1.txt;-8.1115;37.514;
armas.20120724bcb8f7c57036a4e77e7bf4fc61ff764c99b137ef.txt;23.3691;61.4524;
armas.200303106b239403b8054ec6e59f29b427c37cc6b8bd5af1.txt;74.6883;31.3583;
armas.20090520a20a68955abcf0e96b4bf275730f70579824013f.txt;-105.3675;20.2125;
armas.200908270145aea3af0ef12e02267d68d28b8c34dd0dfd37.txt;-105.3675;20.2125;
armas.201208076f7db55f85eb7376e21e8f08bcf444adac5cbc67.txt;-105.3675;20.2125;
armas.20030911b251ba737b869b228abbfb8dd6215867230d2bf1.txt;-38.515;-4.1146;
armas.20140914ec41beb7294d8ebbc23109a28507449787425b65.txt;-8.2509;42.1036;
armas.20150209425fdb62e08fc365876dc02909fd3bd0a8628f29.txt;-105.3675;20.2125;
armas.200405139c310e332d48edadab0216acbc456784783938b2.txt;-8.1115;37.514;
armas.201311037f8aa0c3db3b178ffd8604b183458339448c06c2.txt;7.477;51.5125;
armas.200810190e3d7e9380c2ef2130b276584cbd17af95676c42.txt;-38.4858;-12.8665;
armas.201209296aa39a788527853a1276db8e9737b31b44d5a11f.txt;3.18;36.7448;
